ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO
6328,전라남도,여수시,봉계동,소,1
6329,경상남도,창원시 성산구,안민동,소,1
6330,경상남도,창원시 마산합포구,예곡동,소,1
6331,경상남도,양산시,원동면,거위,1
6332,전라북도,김제시,난봉동,닭,1
6333,경상남도,창녕군,이방면,거위,2
6334,대구광역시,달성군,다사읍,오리,1
6335,충청남도,부여군,임천면,거위,1
6336,경상북도,포항시 북구,청하면,관상조,2
6337,전라남도,장성군,남면,산양,1
6338,경상북도,영주시,안정면,사슴,2
6339,강원도,양구군,동면,염소,4
6340,전라북도,익산시,함라면,타조,1
6341,충청남도,예산군,봉산면,오리,4
6342,충청남도,부여군,내산면,사슴,2
6343,경상북도,포항시 북구,기계면,꿀벌,1
6344,경상남도,창원시 의창구,동읍,관상조,2
6345,충청북도,보은군,산외면,꿀벌,3
6346,경상남도,함안군,칠원읍,사슴,2
6347,강원도,평창군,방림면,사슴,1
6348,경상북도,청도군,운문면,꿩,1
6349,경상북도,영천시,범어동,닭,1
6350,경상남도,창원시 마산합포구,가포동,염소,2
6351,충청북도,제천시,백운면,칠면조,1
6352,전라남도,완도군,금당면,염소,1
6353,경상북도,고령군,성산면,기러기,1
6354,경상북도,청송군,청송읍,오리,1
6355,전라남도,순천시,해룡면,꿀벌,1
6356,전라북도,부안군,계화면,염소,2
6357,경상북도,영천시,자양면,거위,2
6358,충청북도,충주시,금가면,칠면조,2
6359,충청남도,서산시,수석동,오리,2
6360,경상북도,영주시,순흥면,돼지,1
6361,전라북도,장수군,장계면,꿀벌,2
6362,전라북도,부안군,주산면,토끼,1
6363,전라남도,강진군,작천면,타조,1
6364,경기도,포천시,내촌면,꿩,1
6365,충청북도,단양군,가곡면,칠면조,1
6366,경상남도,합천군,적중면,돼지,3
6367,전라북도,전주시 덕진구,장동,사슴,1
6368,전라남도,곡성군,석곡면,칠면조,1
6369,충청북도,제천시,봉양읍,관상조,2
6370,인천광역시,강화군,교동면,칠면조,1
6371,충청북도,청주시 상당구,금천동,꿀벌,2
6372,경상북도,예천군,감천면,기러기,1
6373,강원도,동해시,지흥동,기러기,1
6374,충청북도,충주시,봉방동,닭,1
6375,전라북도,장수군,번암면,사슴,1
6376,경기도,시흥시,방산동,닭,2
6377,광주광역시,광산구,광산동,돼지,1
6378,충청남도,예산군,예산읍,오리,1
6379,경상남도,함안군,여항면,거위,1
6380,충청북도,단양군,가곡면,돼지,1
6381,강원도,평창군,미탄면,거위,1
6382,경기도,하남시,초이동,닭,1
6383,강원도,태백시,통동,칠면조,1
6384,경기도,남양주시,조안면,관상조,1
6385,경기도,남양주시,조안면,꿩,1
6386,강원도,원주시,지정면,오리,1
6387,경상남도,산청군,생비량면,칠면조,1
6388,경상남도,사천시,사남면,사슴,1
6389,경상남도,창원시 성산구,불모산동,거위,1
6390,울산광역시,북구,신현동,염소,2
6391,경상북도,경주시,양남면,꿩,1
6392,경상북도,상주시,양촌동,염소,1
6393,울산광역시,동구,동부동,관상조,1
6394,경상북도,경주시,내남면,칠면조,1
6395,충청북도,괴산군,연풍면,돼지,1
6396,전라북도,고창군,상하면,사슴,1
6397,전라남도,광양시,도이동,염소,2
6398,강원도,정선군,정선읍,거위,5
6399,강원도,정선군,정선읍,면양,1
6400,전라남도,나주시,산포면,사슴,1
6401,충청남도,논산시,양촌면,오리,1
6402,경상북도,영천시,고경면,거위,2
6403,경상북도,영주시,단산면,사슴,1
6404,충청남도,논산시,가야곡면,염소,1
6405,경상북도,의성군,점곡면,돼지,2
6406,강원도,화천군,하남면,관상조,1
6407,울산광역시,북구,가대동,칠면조,1
6408,강원도,양양군,강현면,기러기,1
6409,인천광역시,옹진군,북도면,염소,2
6410,광주광역시,남구,압촌동,사슴,1
6411,경기도,평택시,장안동,돼지,1
6412,경상북도,구미시,상모동,닭,2
6413,경상북도,고령군,성산면,거위,1
6414,경기도,안양시 만안구,안양동,관상조,1
6415,충청북도,제천시,자작동,닭,2
6416,강원도,원주시,무실동,사슴,1
6417,강원도,원주시,무실동,오리,1
6418,경기도,평택시,장당동,닭,1
6419,충청북도,청원군,남이면,기러기,1
6420,전라북도,장수군,장계면,산양,1
6421,경상남도,하동군,양보면,오리,1
6422,경상남도,창원시 진해구,가주동,기러기,1
6423,충청북도,음성군,감곡면,관상조,1
6424,전라남도,담양군,수북면,꿀벌,1
6425,경기도,평택시,안중읍,닭,3
6426,울산광역시,울주군,웅촌면,칠면조,1
6427,경상남도,밀양시,상남면,칠면조,1
6428,충청남도,청양군,남양면,사슴,2
6429,강원도,속초시,대포동,염소,1
6430,전라북도,정읍시,옹동면,토끼,1
6431,인천광역시,강화군,송해면,꿀벌,1
6432,울산광역시,남구,옥동,거위,2
6433,전라북도,고창군,상하면,돼지,2
6434,대전광역시,유성구,세동,염소,2
6435,충청북도,영동군,심천면,오리,1
6436,경기도,파주시,탄현면,칠면조,1
6437,전라남도,순천시,별량면,사슴,1
6438,경상북도,상주시,낙양동,거위,1
6439,강원도,강릉시,안현동,염소,2
6440,전라북도,고창군,성송면,염소,3
6441,경기도,수원시 권선구,금곡동,닭,1
6442,충청북도,충주시,산척면,꿩,1
6443,전라남도,장성군,장성읍,돼지,3
6444,대전광역시,유성구,안산동,닭,1
6445,전라남도,나주시,오량동,염소,2
6446,부산광역시,강서구,대항동,거위,1
6447,광주광역시,서구,용두동,돼지,1
6448,경상북도,상주시,모서면,거위,2
6449,경상북도,상주시,모서면,칠면조,1
6450,충청북도,제천시,흑석동,돼지,1
6451,울산광역시,울주군,온양읍,사슴,1
6452,전라북도,김제시,신월동,닭,2
6453,충청북도,충주시,단월동,꿀벌,2
6454,경상남도,사천시,정동면,꿀벌,1
6455,경상남도,산청군,신안면,기러기,1
6456,강원도,삼척시,근덕면,오리,2
6457,경상북도,성주군,월항면,오리,1
6458,경기도,용인시 처인구,고림동,닭,1
6459,강원도,삼척시,미로면,기러기,1
6460,경상북도,김천시,신음동,닭,1
6461,서울특별시,강동구,둔촌동,닭,1
6462,경상남도,창원시 진해구,원포동,돼지,1
6463,전라남도,해남군,문내면,거위,1
6464,경상북도,경산시,압량면,거위,1
6465,제주특별자치도,제주시,우도면,닭,1
6466,세종특별자치시,,조치원읍,사슴,1
6467,인천광역시,중구,중산동,오리,1
6468,대전광역시,서구,산직동,닭,1
6469,경기도,수원시 권선구,호매실동,거위,1
6470,경기도,안산시 단원구,대부남동,사슴,1
6471,부산광역시,강서구,식만동,닭,1
6472,전라북도,남원시,보절면,사슴,1
6473,충청남도,서천군,화양면,거위,2
6474,충청북도,영동군,학산면,칠면조,1
6475,충청남도,태안군,근흥면,돼지,1
6476,경상북도,문경시,유곡동,닭,1
6477,경상북도,경산시,남천면,오리,1
6478,대전광역시,동구,하소동,거위,1
6479,경상남도,창녕군,도천면,사슴,1
6480,부산광역시,강서구,죽동동,관상조,1
6481,대구광역시,동구,지묘동,오리,1
6482,전라북도,김제시,검산동,닭,2
6483,경상남도,창녕군,대합면,거위,2
6484,경상북도,상주시,외남면,돼지,1
6485,전라북도,고창군,고창읍,사슴,2
6486,경상북도,영천시,자양면,산양,1
6487,충청남도,서산시,고북면,사슴,1
6488,충청남도,예산군,응봉면,사슴,2
6489,충청남도,홍성군,금마면,말,1
6490,대구광역시,동구,송정동,닭,2
6491,경상북도,경주시,남산동,닭,1
6492,충청북도,충주시,산척면,기러기,1
6493,충청북도,보은군,내북면,메추리,1
6494,경기도,이천시,부발읍,염소,1
6495,충청남도,천안시 동남구,풍세면,오리,2
6496,경기도,가평군,북면,돼지,1
6497,전라남도,영광군,묘량면,오리,1
6498,경상북도,상주시,화개동,염소,1
6499,경상북도,상주시,화개동,닭,1
6500,경기도,김포시,감정동,염소,1
6501,전라남도,곡성군,오산면,메추리,1
6502,경상남도,함안군,법수면,오리,2
6503,울산광역시,울주군,범서읍,돼지,1
6504,강원도,철원군,갈말읍,관상조,1
6505,전라북도,완주군,화산면,꿀벌,1
6506,경기도,고양시 일산동구,지영동,사슴,1
6507,전라남도,영광군,묘량면,거위,1
6508,강원도,영월군,수주면,닭,1
6509,전라북도,완주군,소양면,산양,1
6510,충청남도,청양군,남양면,염소,2
6511,충청남도,태안군,원북면,기러기,1
6512,전라북도,진안군,백운면,꿩,1
6513,경상북도,구미시,지산동,거위,1
6514,대구광역시,달성군,가창면,사슴,1
6515,충청남도,논산시,은진면,메추리,1
6516,경상북도,영주시,조와동,염소,1
6517,충청북도,제천시,신동,닭,1
6518,경기도,양평군,서종면,사슴,1
6519,경기도,양평군,지평면,메추리,1
6520,경상남도,진주시,금곡면,사슴,1
6521,전라남도,화순군,도암면,기러기,1
6522,인천광역시,서구,경서동,타조,1
6523,경기도,오산시,세교동,꿀벌,1
6524,경상남도,남해군,설천면,면양,1
6525,경상북도,군위군,산성면,염소,1
6526,충청북도,음성군,맹동면,타조,2
6527,울산광역시,울주군,두서면,칠면조,1
6528,강원도,양양군,양양읍,돼지,1
6529,전라북도,김제시,금산면,토끼,1
6530,경상북도,안동시,정하동,닭,3
6531,인천광역시,강화군,삼산면,돼지,1
6532,충청남도,당진시,합덕읍,산양,1
6533,전라남도,담양군,금성면,사슴,1
6534,경상남도,김해시,상동면,토끼,1
6535,경상남도,합천군,삼가면,돼지,1
6536,경상북도,안동시,남선면,칠면조,1
6537,충청남도,서산시,지곡면,돼지,1
6538,전라북도,정읍시,진산동,돼지,1
6539,경기도,포천시,영북면,사슴,1
6540,경기도,광명시,가학동,염소,1
6541,경상남도,사천시,백천동,염소,2
6542,충청남도,공주시,우성면,토끼,2
6543,광주광역시,광산구,운남동,닭,1
6544,경상북도,봉화군,명호면,사슴,2
6545,전라북도,무주군,부남면,기러기,2
6546,경기도,포천시,화현면,사슴,2
6547,경상남도,창원시 마산합포구,서성동,관상조,1
6548,충청북도,청주시 상당구,용정동,염소,1
6549,경상북도,고령군,덕곡면,꿀벌,1
6550,전라북도,정읍시,신월동,염소,1
6551,경상남도,창녕군,남지읍,관상조,1
6552,충청남도,서산시,팔봉면,산양,1
6553,인천광역시,서구,백석동,염소,1
6554,전라북도,부안군,변산면,사슴,1
6555,경상북도,의성군,구천면,거위,1
6556,강원도,태백시,하사미동,기러기,1
6557,충청북도,진천군,진천읍,사슴,2
6558,충청남도,당진시,정미면,관상조,1
6559,전라북도,남원시,덕과면,꿩,1
6560,충청남도,보령시,주산면,꿀벌,1
6561,경상북도,고령군,대가야읍,꿀벌,1
6562,충청남도,예산군,삽교읍,관상조,1
6563,충청남도,보령시,청라면,기러기,1
6564,경상북도,문경시,산북면,꿀벌,1
6565,충청남도,서산시,음암면,꿀벌,1
6566,강원도,춘천시,신동,오리,2
6567,충청남도,서산시,대산읍,돼지,2
6568,충청남도,예산군,고덕면,말,1
6569,충청남도,예산군,고덕면,꿩,1
6570,충청남도,예산군,고덕면,당나귀,1
6571,강원도,춘천시,남산면,당나귀,1
6572,경상북도,포항시 남구,오천읍,관상조,1
6573,경상북도,포항시 남구,오천읍,오리,1
6574,경상북도,경주시,효현동,염소,1
6575,경상남도,남해군,남면,칠면조,1
6576,전라남도,나주시,다도면,메추리,1
6577,대구광역시,동구,상매동,닭,1
6578,경상남도,사천시,송포동,염소,1
6579,전라북도,순창군,쌍치면,관상조,1
6580,울산광역시,울주군,웅촌면,거위,1
6581,전라남도,구례군,용방면,칠면조,1
6582,경기도,시흥시,월곶동,닭,1
6583,경상남도,창원시 의창구,동읍,기러기,1
6584,충청남도,서천군,문산면,오리,1
6585,경기도,평택시,독곡동,돼지,1
6586,충청남도,공주시,월미동,염소,1
6587,경상북도,구미시,도개면,사슴,1
6588,경상북도,영천시,도림동,닭,1
6589,경기도,의왕시,학의동,꿀벌,1
6590,강원도,춘천시,신북읍,돼지,1
6591,경상북도,의성군,점곡면,꿩,1
6592,충청북도,영동군,용화면,토끼,1
6593,전라북도,완주군,삼례읍,칠면조,1
6594,경상북도,고령군,덕곡면,사슴,1
6595,경상남도,진주시,수곡면,거위,1
6596,경기도,의정부시,고산동,닭,1
6597,충청남도,아산시,염치읍,말,1
6598,경상남도,거제시,사등면,거위,1
6599,경기도,고양시 덕양구,현천동,닭,1
6600,경상남도,밀양시,활성동,염소,1
6601,경상남도,양산시,명동,닭,1
6602,강원도,철원군,동송읍,오리,1
6603,충청북도,청주시 흥덕구,원평동,닭,1
6604,전라남도,담양군,대전면,꿩,1
6605,경상북도,청송군,파천면,돼지,1
6606,경상남도,하동군,금남면,거위,1
6607,전라남도,구례군,문척면,오리,1
6608,충청남도,태안군,안면읍,돼지,1
6609,세종특별자치시,,부강면,오리,1
6610,충청남도,천안시 동남구,북면,토끼,1
6611,부산광역시,기장군,장안읍,돼지,1
6612,전라남도,담양군,무정면,꿀벌,1
6613,대구광역시,동구,대림동,염소,1
6614,제주특별자치도,제주시,오라이동,돼지,1
6615,대전광역시,서구,용촌동,닭,1
6616,경상남도,창원시 진해구,북부동,염소,1
6617,경상남도,창원시 성산구,양곡동,염소,1
6618,광주광역시,광산구,고룡동,닭,1
6619,강원도,태백시,문곡동,사슴,1
6620,경기도,안성시,일죽면,꿀벌,1
6621,경상북도,청도군,매전면,거위,1
6622,경기도,양주시,봉양동,오리,1
6623,경기도,파주시,탄현면,개,1
6624,경기도,평택시,안중읍,염소,1
6625,충청남도,서천군,한산면,칠면조,1
6626,경상북도,상주시,화북면,메추리,1
6627,경기도,파주시,파평면,염소,1
6628,경상북도,봉화군,법전면,오리,1
6629,경상남도,산청군,신안면,오소리,1
6630,전라북도,김제시,신곡동,소,2
6631,전라북도,익산시,함열읍,타조,1
6632,강원도,정선군,신동읍,사슴,1
6633,경기도,안성시,당왕동,닭,1
6634,인천광역시,중구,전동,관상조,1
6635,전라남도,화순군,화순읍,면양,1
6636,강원도,정선군,정선읍,기러기,1
6637,경상북도,성주군,벽진면,사슴,1
6638,경기도,군포시,부곡동,닭,1
6639,경상남도,함양군,함양읍,꿀벌,1
6640,경상북도,안동시,정하동,오리,1
6641,충청북도,제천시,금성면,꿀벌,1
6642,전라남도,순천시,풍덕동,소,1
6643,경기도,고양시 덕양구,행신동,닭,1
6644,대구광역시,달성군,다사읍,염소,1
6645,전라북도,전주시 완산구,색장동,사슴,1
6646,전라북도,김제시,교동,닭,1
6647,전라북도,김제시,흥사동,닭,1
6648,전라남도,장흥군,유치면,염소,1
6649,충청남도,홍성군,은하면,기러기,1
6650,전라남도,함평군,대동면,돼지,1
6651,충청남도,부여군,임천면,기러기,1
6652,경상북도,영천시,조교동,닭,1
6653,경상북도,의성군,안사면,오리,1
6654,경상북도,영천시,신녕면,꿩,1
6655,경상남도,산청군,신등면,꿩,1
6656,강원도,춘천시,동내면,사슴,1
6657,경상남도,거제시,거제면,토끼,1
6658,전라남도,고흥군,도양읍,돼지,1
6659,충청남도,홍성군,광천읍,칠면조,1
6660,충청남도,아산시,배미동,닭,1
6661,전라북도,익산시,정족동,거위,1
6662,경상남도,사천시,서포면,기러기,1
6663,충청남도,공주시,탄천면,개,1
6664,충청북도,음성군,감곡면,당나귀,1
6665,대전광역시,유성구,궁동,닭,1
6666,경상북도,상주시,외답동,칠면조,1
6667,충청북도,제천시,왕암동,소,1
6668,경상북도,영천시,언하동,소,1
6669,경기도,군포시,둔대동,소,1
6670,충청남도,예산군,신암면,소,54
6671,경상남도,함양군,안의면,소,101
6672,전라북도,김제시,황산면,소,73
6673,전라북도,완주군,비봉면,소,147
6674,경상북도,문경시,마성면,소,46
6675,경상북도,예천군,지보면,소,139
6676,충청남도,보령시,오천면,닭,39
6677,충청남도,부여군,은산면,닭,29
6678,경상남도,김해시,한림면,소,308
6679,경상남도,진주시,지수면,소,28
6680,전라남도,고흥군,두원면,소,164
6681,전라북도,익산시,낭산면,소,79
6682,전라북도,익산시,망성면,소,55
6683,충청남도,예산군,덕산면,소,100
6684,전라북도,고창군,성송면,소,47
6685,경기도,용인시 처인구,원삼면,소,45
6686,경기도,이천시,설성면,소,135
6687,경상남도,고성군,구만면,염소,12
6688,경기도,화성시,장안면,돼지,6
6689,전라남도,화순군,동복면,닭,17
6690,전라남도,곡성군,오산면,닭,71
6691,전라북도,진안군,정천면,닭,53
6692,강원도,강릉시,옥계면,닭,29
6693,경상북도,구미시,해평면,닭,12
6694,충청북도,보은군,내북면,토끼,4
6695,경상남도,남해군,남면,염소,103
6696,충청남도,서산시,인지면,닭,42
6697,전라북도,김제시,청하면,염소,9
6698,울산광역시,울주군,온양읍,닭,41
6699,,,,말,3
6700,충청북도,단양군,적성면,닭,56
6701,전라남도,강진군,신전면,소,93
6702,부산광역시,강서구,눌차동,염소,1
6703,전라북도,고창군,고창읍,닭,9
6704,경기도,화성시,우정읍,꿀벌,4
6705,전라남도,나주시,세지면,오리,14
6706,경상남도,사천시,사남면,닭,33
6707,충청북도,음성군,맹동면,오리,8
6708,경기도,안성시,금광면,소,93
6709,충청남도,공주시,이인면,소,236
6710,충청남도,당진시,석문면,염소,21
6711,경기도,화성시,향남읍,닭,16
6712,경상북도,영주시,안정면,닭,37
6713,경기도,남양주시,진건읍,소,77
6714,전라남도,장성군,북이면,염소,12
6715,전라남도,함평군,함평읍,소,193
6716,전라남도,해남군,마산면,소,76
6717,경상북도,경주시,진현동,소,5
6718,충청북도,괴산군,연풍면,소,105
6719,충청남도,예산군,오가면,돼지,21
6720,충청남도,서천군,기산면,염소,6
6721,충청남도,서천군,기산면,타조,1
6722,경상북도,의성군,봉양면,소,71
6723,경상남도,통영시,광도면,닭,23
6724,충청남도,서천군,판교면,소,72
6725,충청북도,청주시 흥덕구,강내면,소,44
6726,충청북도,청주시 흥덕구,강서동,소,1
6727,경기도,시흥시,산현동,소,1
6728,경기도,양주시,장흥면,소,13
6729,경기도,고양시 덕양구,신평동,소,8
6730,충청북도,제천시,송학면,소,87
6731,충청남도,홍성군,홍성읍,소,93
6732,충청북도,괴산군,감물면,소,43
6733,충청남도,당진시,정미면,소,45
6734,전라남도,나주시,동강면,소,182
6735,경상북도,영천시,북안면,소,138
6736,충청북도,보은군,탄부면,소,118
6737,경상북도,영주시,조와동,소,70
6738,경기도,광명시,가학동,소,6
6739,광주광역시,광산구,양산동,소,1
6740,경기도,포천시,화현면,소,32
6741,경기도,평택시,팽성읍,소,59
6742,광주광역시,북구,오룡동,소,1
6743,광주광역시,광산구,진곡동,소,3
6744,경기도,남양주시,수동면,소,16
6745,경기도,시흥시,계수동,소,9
6746,광주광역시,북구,망월동,소,4
6747,경기도,포천시,신읍동,소,4
6748,경기도,평택시,이충동,소,2
6749,광주광역시,광산구,연산동,소,8
6750,광주광역시,광산구,지평동,소,4
6751,울산광역시,울주군,상북면,소,217
6752,울산광역시,북구,송정동,소,5
6753,경기도,파주시,조리읍,소,24
6754,경기도,이천시,백사면,소,72
6755,울산광역시,북구,가대동,소,14
6756,경기도,안산시 단원구,대부동동,소,2
6757,경기도,파주시,검산동,소,3
6758,경기도,안산시 상록구,건건동,소,2
6759,울산광역시,북구,무룡동,소,11
6760,경기도,용인시 처인구,삼가동,소,1
6761,경기도,용인시 처인구,고림동,소,1
6762,경기도,파주시,문산읍,소,12
6763,경기도,시흥시,안현동,소,12
6764,경기도,양주시,마전동,소,2
6765,경기도,양주시,광사동,소,3
6766,경기도,포천시,설운동,소,5
6767,경기도,남양주시,삼패동,소,10
6768,울산광역시,중구,성안동,소,2
6769,경기도,여주시,가업동,소,1
6770,대전광역시,서구,원정동,소,10
6771,부산광역시,강서구,대저1동,소,5
6772,부산광역시,기장군,정관읍,소,4
6773,대구광역시,동구,평광동,소,10
6774,경기도,화성시,비봉면,소,33
6775,강원도,원주시,소초면,소,51
6776,경기도,안성시,서운면,소,40
6777,강원도,삼척시,노곡면,소,59
6778,강원도,동해시,이도동,소,2
6779,강원도,동해시,망상동,소,6
6780,경기도,화성시,팔탄면,소,73
6781,충청북도,보은군,회인면,소,46
6782,경기도,수원시 권선구,오목천동,소,2
6783,경기도,화성시,마도면,소,77
6784,경기도,화성시,황계동,소,4
6785,대구광역시,동구,부동,소,3
6786,대구광역시,동구,율하동,소,4
6787,경기도,이천시,율면,소,39
6788,대구광역시,동구,도학동,소,3
6789,경기도,의정부시,고산동,소,2
6790,대구광역시,동구,내동,소,9
6791,경기도,가평군,가평읍,소,55
6792,충청북도,영동군,양강면,소,22
6793,경기도,연천군,신서면,소,47
6794,경기도,가평군,북면,소,41
6795,대구광역시,동구,도동,소,8
6796,경기도,양평군,양평읍,소,45
6797,강원도,삼척시,하장면,소,21
6798,경기도,김포시,사우동,소,1
6799,충청북도,청주시 상당구,남일면,소,100
6800,충청북도,청주시 청원구,주중동,소,7
6801,충청북도,증평군,도안면,소,86
6802,강원도,삼척시,도경동,소,8
6803,전라북도,남원시,화정동,소,5
6804,충청북도,청주시 서원구,분평동,소,2
6805,충청북도,청주시 상당구,산성동,소,2
6806,전라북도,정읍시,감곡면,소,129
6807,강원도,영월군,영월읍,소,51
6808,충청남도,금산군,군북면,소,36
6809,충청남도,천안시 동남구,수신면,소,26
6810,전라북도,남원시,사매면,소,57
6811,충청남도,금산군,금산읍,소,22
6812,충청북도,청주시 청원구,외평동,소,3
6813,충청북도,청주시 청원구,외하동,소,2
6814,전라북도,남원시,어현동,소,3
6815,충청남도,예산군,고덕면,소,187
6816,충청남도,태안군,태안읍,소,69
6817,충청남도,금산군,남이면,소,20
6818,강원도,양구군,양구읍,소,74
6819,충청북도,제천시,금성면,소,100
6820,충청북도,충주시,소태면,소,11
6821,전라북도,김제시,흥사동,소,5
6822,충청북도,제천시,고암동,소,1
6823,전라북도,남원시,갈치동,소,1
6824,충청남도,태안군,남면,소,18
6825,전라북도,김제시,용지면,소,109
6826,충청북도,진천군,광혜원면,소,35
6827,강원도,인제군,북면,소,43
6828,충청남도,아산시,송악면,소,25
6829,전라북도,정읍시,신태인읍,소,68
6830,전라북도,정읍시,진산동,소,9
6831,전라북도,김제시,부량면,소,26
6832,충청북도,충주시,앙성면,소,12
6833,충청남도,아산시,신동,소,2
6834,충청남도,청양군,대치면,소,78
6835,충청남도,서산시,고북면,소,167
6836,경상북도,경주시,외동읍,소,473
6837,충청남도,논산시,양촌면,소,100
6838,경상북도,포항시 남구,대송면,소,12
6839,충청남도,논산시,은진면,소,35
6840,전라남도,곡성군,옥과면,소,60
6841,전라북도,전주시 덕진구,반월동,소,2
6842,전라북도,전주시 덕진구,고랑동,소,3
6843,충청남도,서천군,화양면,소,60
6844,경상북도,경주시,구정동,소,2
6845,충청북도,단양군,매포읍,소,10
6846,경상북도,포항시 남구,연일읍,소,19
6847,경상북도,포항시 남구,오천읍,소,31
6848,충청남도,공주시,신기동,소,11
6849,충청남도,청양군,비봉면,소,120
6850,충청남도,서산시,대산읍,소,91
6851,충청남도,공주시,주미동,소,8
6852,전라북도,전주시 덕진구,전미동1가,소,4
6853,충청북도,음성군,금왕읍,소,83
6854,충청북도,음성군,소이면,소,75
6855,충청남도,당진시,고대면,소,160
6856,충청남도,당진시,합덕읍,소,96
6857,충청남도,서천군,종천면,소,26
6858,충청남도,부여군,은산면,소,248
6859,충청남도,홍성군,갈산면,소,152
6860,경상북도,경주시,광명동,소,41
6861,전라북도,군산시,산북동,소,3
6862,경상북도,포항시 북구,기북면,소,43
6863,전라남도,광양시,성황동,소,2
6864,전라북도,익산시,월성동,소,3
6865,전라북도,임실군,신평면,소,41
6866,충청남도,부여군,구룡면,소,42
6867,전라북도,완주군,화산면,소,304
6868,전라남도,영광군,영광읍,소,125
6869,전라남도,진도군,의신면,소,12
6870,전라남도,순천시,낙안면,소,131
6871,전라남도,화순군,남면,소,52
6872,전라남도,영광군,군서면,소,57
6873,전라남도,영광군,군남면,소,62
6874,전라남도,화순군,동복면,소,46
6875,전라남도,고흥군,남양면,소,110
6876,전라남도,신안군,도초면,소,24
6877,전라남도,고흥군,동일면,소,26
6878,전라남도,고흥군,봉래면,소,17
6879,전라남도,고흥군,대서면,소,110
6880,전라북도,순창군,구림면,소,173
6881,전라남도,나주시,오량동,소,5
6882,전라북도,진안군,마령면,소,16
6883,전라남도,여수시,호명동,소,3
6884,경상북도,김천시,아포읍,소,74
6885,전라남도,여수시,낙포동,소,1
6886,전라남도,여수시,신덕동,소,1
6887,전라남도,함평군,신광면,소,84
6888,전라남도,순천시,승주읍,소,81
6889,전라남도,순천시,교량동,소,2
6890,전라남도,보성군,회천면,소,24
6891,전라남도,여수시,남면,소,20
6892,전라남도,완도군,노화읍,소,2
6893,전라북도,고창군,무장면,소,59
6894,경상북도,상주시,모서면,소,30
6895,경상북도,영주시,안정면,소,190
6896,경상북도,성주군,가천면,소,26
6897,경상북도,경산시,하양읍,소,34
6898,경상북도,안동시,남선면,소,31
6899,경상북도,영주시,순흥면,소,57
6900,경상북도,영천시,오미동,소,9
6901,경상북도,청송군,부남면,소,11
6902,경상북도,경산시,백천동,소,3
6903,경상북도,성주군,성주읍,소,53
6904,경상북도,김천시,지례면,소,79
6905,경상북도,김천시,감문면,소,125
6906,경상북도,군위군,부계면,소,29
6907,경상북도,영주시,상망동,소,67
6908,경상북도,구미시,구평동,소,2
6909,경상북도,상주시,서곡동,소,7
6910,경상북도,상주시,초산동,소,24
6911,경상북도,상주시,죽전동,소,22
6912,경상북도,상주시,중덕동,소,16
6913,경상북도,상주시,외답동,소,16
6914,경상북도,상주시,화개동,소,4
6915,경상북도,상주시,만산동,소,5
6916,경상북도,영주시,풍기읍,소,22
6917,경상남도,남해군,서면,소,170
6918,경상남도,밀양시,초동면,소,97
6919,경상남도,함양군,지곡면,소,76
6920,제주특별자치도,서귀포시,보목동,소,2
6921,제주특별자치도,서귀포시,중문동,소,13
6922,경상남도,함안군,군북면,소,122
6923,경상남도,함안군,가야읍,소,65
6924,경상남도,함안군,칠서면,소,23
6925,경상남도,거제시,하청면,소,22
6926,제주특별자치도,서귀포시,동홍동,소,1
6927,경상북도,안동시,상아동,소,2
6928,경상남도,거창군,주상면,소,75
6929,경상남도,창녕군,창녕읍,소,86
6930,경상북도,예천군,유천면,소,117
6931,경상북도,예천군,용궁면,소,100
6932,경상남도,남해군,창선면,소,70
6933,경상북도,예천군,호명면,소,101
6934,경상남도,거창군,남상면,소,196
6935,경상북도,문경시,창동,소,3
6936,경상남도,하동군,하동읍,소,17
6937,경상남도,거제시,거제면,소,31
6938,경상남도,창녕군,대지면,소,46
6939,경상북도,청송군,진보면,소,30
6940,경상북도,청송군,안덕면,소,25
6941,경상남도,함양군,서하면,소,12
6942,경상남도,산청군,오부면,소,71
6943,경상남도,밀양시,부북면,소,108
6944,경상북도,봉화군,춘양면,소,74
6945,경상남도,고성군,회화면,소,80
6946,제주특별자치도,제주시,우도면,소,3
6947,경상북도,봉화군,법전면,소,82
6948,경상남도,밀양시,용평동,소,5
6949,제주특별자치도,제주시,아라이동,소,5
6950,경상남도,함안군,산인면,돼지,6
6951,경상남도,창녕군,창녕읍,닭,33
6952,경상남도,통영시,용남면,소,7
6953,경상남도,사천시,이홀동,소,12
6954,경상남도,김해시,내덕동,소,5
6955,경상남도,거제시,둔덕면,닭,26
6956,경상남도,사천시,좌룡동,소,1
6957,경상남도,통영시,욕지면,소,24
6958,강원도,삼척시,원덕읍,닭,28
6959,충청남도,논산시,광석면,돼지,30
6960,경상북도,예천군,개포면,닭,45
6961,대구광역시,달성군,현풍면,소,11
6962,충청남도,태안군,태안읍,닭,25
6963,전라남도,보성군,웅치면,닭,37
6964,전라북도,진안군,진안읍,오리,8
6965,경상남도,하동군,진교면,거위,1
6966,경기도,양평군,양평읍,닭,10
6967,충청북도,단양군,단성면,닭,24
6968,제주특별자치도,제주시,봉개동,소,7
6969,충청남도,서천군,서천읍,닭,31
6970,충청남도,서천군,서천읍,염소,13
